FAMILIA,NOMBRE CIENTIFICO,NOMBRE COMUN,STATUS,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,mes,año,TOTALES
RALLIDAE,Fulica ardesiaca,"Gallareta andina, Huayno",Residente,13.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,22.0
CHARADRIIDAE,Charadrius vociferus,Chorlo doble collar,Residente,1.0,0.0,3.0,0.0,1.0,2.0,2.0,4.0,2.0,NOVIEMBRE,2019,15.0
HAEMATOPODIDAE,Haematopus palliatus,Ostrero común,Residente,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,NOVIEMBRE,2019,19.0
RECURVIROSTRIDAE,Himantopus mexicanus,Perrito o cigüeñuela,Residente,9.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,27.0
BURHINIDAE,Burhinus superciliaris,Huerequeque,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NOVIEMBRE,2019,1.0
SCOLOPACIDAE,Numenius phaeopus,Zarapito trinador,Migratorio Boreal,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,NOVIEMBRE,2019,25.0
SCOLOPACIDAE,Calidris pusilla,Playerito semipalmado,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,NOVIEMBRE,2019,23.0
SCOLOPACIDAE,Calidris minutilla,Playero pico fino,Migratorio Boreal,0.0,0.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,NOVIEMBRE,2019,11.0
SCOLOPACIDAE,Phalaropus tricolor,Falaropo de Wilson,Migratorio Boreal,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,3.0
SCOLOPACIDAE,Actitis macularius,Playero manchado,Migratorio Boreal,2.0,6.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,NOVIEMBRE,2019,20.0
SCOLOPACIDAE,Tringa melanoleuca,Pata amarilla mayor,Migratorio Boreal,0.0,2.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,37.0
SCOLOPACIDAE,Tringa flavipes,Pata amarilla menor,Migratorio Boreal,1.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,NOVIEMBRE,2019,12.0
RHYNCHOPIDAE,Rynchops niger,Rayador,Migratorio Boreal,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,192.0
LARIDAE,Chroicocephalus cirrocephalus,Gaviota capucho gris,Residente,114.0,10.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,147.0
LARIDAE,Leucophaeus modestus,Gaviota gris,Migratorio Austral,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,3.0
LARIDAE,Leucophaeus pipixcan,Gaviota de Franklin,Migratorio Boreal,24.0,1404.0,0.0,19.0,1500.0,0.0,82.0,30.0,905.0,NOVIEMBRE,2019,3964.0
LARIDAE,Larus belcheri,Gaviota peruana,Migratorio Local,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,13.0
LARIDAE,Larus dominicanus,Gaviota dominicana,Migratorio Local,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,2.0
LARIDAE,Thalasseus elegans,Gaviotín elegante,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NOVIEMBRE,2019,1.0
SULIDAE,Sula variegata,Piquero común,Migratorio Local,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,NOVIEMBRE,2019,209.0
PHALACROCORACIDAE,Phalacrocorax brasilianus,"Cushuri, cormorán, cuervo de mar",Residente,4.0,235.0,39.0,268.0,65.0,1.0,10.0,0.0,0.0,NOVIEMBRE,2019,622.0
PELECANIDAE,Pelecanus thagus,Pelícano peruano,Migratorio Local,0.0,0.0,0.0,0.0,71.0,108.0,0.0,0.0,0.0,NOVIEMBRE,2019,179.0
ARDEIDAE,Ixobrychus exilis,Garcita leonada,Residente,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,1.0
ARDEIDAE,Nycticorax nycticorax,Garza huaco,Residente,0.0,22.0,4.0,0.0,1.0,0.0,0.0,13.0,0.0,NOVIEMBRE,2019,40.0
ARDEIDAE,Butorides striata,Garza tamanquita,Residente,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NOVIEMBRE,2019,9.0
ARDEIDAE,Bubulcus ibis,Garza bueyera,Residente,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,8.0
ARDEIDAE,Ardea alba,Garza grande,Residente,0.0,1.0,3.0,0.0,1.0,0.0,0.0,13.0,0.0,NOVIEMBRE,2019,18.0
ARDEIDAE,Egretta thula,Garza blanca chica,Residente,57.0,13.0,14.0,1.0,2.0,1.0,0.0,0.0,0.0,NOVIEMBRE,2019,88.0
THRESKIONITHIDAE,Plegadis ridgwayi,Yanavico,Residente,0.0,83.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,85.0
CATHARTIDAE,Coragyps atratus,Gallinazo cabeza negra,Residente,15.0,54.0,34.0,10.0,2.0,0.0,46.0,15.0,222.0,NOVIEMBRE,2019,398.0
CATHARTIDAE,Cathartes aura,Gallinazo cabeza roja,Migratorio Local,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,1.0
ACCIPITRIDAE,Parabuteo unicinctus,Gavilán oscuro acanalado,Residente,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,NOVIEMBRE,2019,5.0
STRIGIDAE,Athene cunicularia,Lechuza de los arenales,Residente,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,NOVIEMBRE,2019,5.0
FALCONIDAE,Falco sparverius,Cernícalo,Residente,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,NOVIEMBRE,2019,8.0
FURNARIIDAE,Phleocryptes melanops,Totorero,Residente,16.0,4.0,0.0,4.0,3.0,0.0,0.0,5.0,0.0,NOVIEMBRE,2019,32.0
TYRANNIDAE,Tachuris rubrigastra,Siete colores de la totora,Residente,0.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,NOVIEMBRE,2019,10.0
TYRANNIDAE,Pyrocephalus rubinus,"Turtupillín, putilla",Residente,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0,NOVIEMBRE,2019,11.0
TYRANNIDAE,Tyrannus melancholicus,Tirano tropical o pepite,Residente,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,NOVIEMBRE,2019,2.0
HIRUNDINIDAE,Pygochelidon cyanoleuca,Santa Rosita,Residente,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,3.0,NOVIEMBRE,2019,37.0
HIRUNDINIDAE,Hirundo rustica,Golondrina migratoria,Migratorio Boreal,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,NOVIEMBRE,2019,2.0
TROGLODYTIDAE,Troglodytes aedon,Cucarachero,Residente,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,NOVIEMBRE,2019,15.0
MIMIDAE,Mimus longicaudatus,Chisco,Residente,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,NOVIEMBRE,2019,9.0
THRAUPIDAE,Sicalis luteola,Triguero común,Residente,0.0,4.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,NOVIEMBRE,2019,31.0
THRAUPIDAE,Volatinia jacarina,Saltapalito,Residente,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,NOVIEMBRE,2019,11.0
THRAUPIDAE,Sporophila telasco,Espiguero corbatón,Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,NOVIEMBRE,2019,7.0
THRAUPIDAE,Thraupis episcopus,"Violinista celeste, Luisa",Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,NOVIEMBRE,2019,3.0
ICTERIDAE,Dives warszewiczi,"Tordo grande, tordo negro",Migratorio Local,2.0,6.0,0.0,3.0,7.0,0.0,4.0,0.0,0.0,NOVIEMBRE,2019,22.0
ICTERIDAE,Molothrus bonariensis,Tordo parásito,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NOVIEMBRE,2019,1.0
ICTERIDAE,Chrysomus icterocephalus,Tordo amazónico cabeza amarilla,Residente,1.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,2.0,NOVIEMBRE,2019,19.0
ICTERIDAE,Sturnella bellicosa,"Huanchaco, Pecho colorado",Residente,0.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,NOVIEMBRE,2019,12.0
PASSERIDAE,Passer domesticus,Gorrion europeo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,NOVIEMBRE,2019,36.0
ANATIDAE,Spatula cyanoptera,Pato colorado,Residente,62.0,7.0,8.0,11.0,55.0,0.0,0.0,9.0,0.0,MARZO,2019,152.0
ANATIDAE,Anas bahamensis,Pato gargantillo,Residente,11.0,0.0,13.0,8.0,31.0,0.0,0.0,6.0,0.0,MARZO,2019,69.0
ANATIDAE,Oxyura jamaicensis,Pato rana o taclón,Residente,1.0,1.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,MARZO,2019,20.0
PHOENICOPTERIDAE,Phoenicopterus chilensis,Parihuana,Migratorio Altoandino,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MARZO,2019,1.0
PODICIPEDIDAE,Rollandia rolland,Zambullidor pimpollo,Residente,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,MARZO,2019,8.0
PODICIPEDIDAE,Podilymbus podiceps,Zambullidor pico grueso,Residente,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,MARZO,2019,8.0
PODICIPEDIDAE,Podiceps major,Zambullidor grande,Residente,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,MARZO,2019,11.0
COLUMBIDAE,Columba livia,"Paloma doméstica, paloma de castilla",Residente,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,MARZO,2019,23.0
COLUMBIDAE,Zenaida meloda,Paloma cuculi,Residente,3.0,11.0,4.0,8.0,3.0,0.0,25.0,3.0,42.0,MARZO,2019,99.0
COLUMBIDAE,Zenaida auriculata,Madrugadora o rabiblanca,Residente,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,MARZO,2019,9.0
COLUMBIDAE,Columbina cruziana,Tortolita peruana,Residente,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,MARZO,2019,66.0
CUCULIDAE,Crotophaga sulcirostris,Guardacaballo,Residente,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,MARZO,2019,4.0
TROCHILIDAE,Amazilia amazilia,Amazilia costeña,Residente,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,MARZO,2019,9.0
RALLIDAE,Pardirallus sanguinolentus,Gallineta común,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,MARZO,2019,2.0
RALLIDAE,Gallinula galeata,Polla de agua,Residente,4.0,3.0,0.0,5.0,8.0,0.0,0.0,4.0,0.0,MARZO,2019,24.0
RALLIDAE,Fulica ardesiaca,"Gallareta andina, Huayno",Residente,7.0,8.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,MARZO,2019,22.0
CHARADRIIDAE,Pluvialis dominica,Chorlo dorado americano,Migratorio Boreal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MARZO,2019,1.0
CHARADRIIDAE,Charadrius vociferus,Chorlo doble collar,Residente,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,MARZO,2019,6.0
HAEMATOPODIDAE,Haematopus palliatus,Ostrero común,Residente,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,MARZO,2019,28.0
RECURVIROSTRIDAE,Himantopus melanurus,Perrito o cigüeñuela,Residente,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MARZO,2019,1.0
RECURVIROSTRIDAE,Himantopus mexicanus,Perrito o cigüeñuela,Residente,29.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,MARZO,2019,40.0
SCOLOPACIDAE,Arenaria interpres,Vuelvepiedras,Migratorio Boreal,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,MARZO,2019,3.0
SCOLOPACIDAE,Calidris alba,Playero blanco,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,MARZO,2019,500.0
SCOLOPACIDAE,Calidris melanotos,Playero pectoral,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MARZO,2019,1.0
SCOLOPACIDAE,Calidris himantopus,Playero pata larga,Migratorio Boreal,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,MARZO,2019,6.0
SCOLOPACIDAE,Actitis macularius,Playero manchado,Migratorio Boreal,0.0,2.0,9.0,0.0,4.0,0.0,1.0,3.0,0.0,MARZO,2019,19.0
SCOLOPACIDAE,Tringa melanoleuca,Pata amarilla mayor,Migratorio Boreal,0.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,0.0,MARZO,2019,18.0
SCOLOPACIDAE,Tringa flavipes,Pata amarilla menor,Migratorio Boreal,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,MARZO,2019,6.0
RHYNCHOPIDAE,Rynchops niger,Rayador,Migratorio Boreal,0.0,0.0,0.0,0.0,691.0,0.0,0.0,0.0,0.0,MARZO,2019,691.0
LARIDAE,Chroicocephalus serranus,Gaviota serrana,Migratorio Altoandino,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,MARZO,2019,2.0
LARIDAE,Chroicocephalus cirrocephalus,Gaviota capucho gris,Residente,80.0,15.0,170.0,19.0,2.0,0.0,0.0,0.0,0.0,MARZO,2019,286.0
LARIDAE,Leucophaeus pipixcan,Gaviota de Franklin,Migratorio Boreal,90.0,1501.0,1135.0,11.0,3702.0,0.0,500.0,0.0,0.0,MARZO,2019,6939.0
LARIDAE,Larus belcheri,Gaviota peruana,Migratorio Local,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,MARZO,2019,58.0
LARIDAE,Larus dominicanus,Gaviota dominicana,Migratorio Local,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,MARZO,2019,3.0
SULIDAE,Sula variegata,Piquero común,Migratorio Local,0.0,0.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,MARZO,2019,535.0
PHALACROCORACIDAE,Phalacrocorax gaimardi,Chuita,Migratorio Local,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,MARZO,2019,8.0
PHALACROCORACIDAE,Phalacrocorax brasilianus,"Cushuri, cormorán, cuervo de mar",Residente,1.0,225.0,313.0,39.0,232.0,58.0,48.0,6.0,0.0,MARZO,2019,922.0
PHALACROCORACIDAE,Phalacrocorax boungainvillii,Guanay,Migratorio Local,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,MARZO,2019,2.0
PELECANIDAE,Pelecanus thagus,Pelícano peruano,Migratorio Local,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,MARZO,2019,231.0
ARDEIDAE,Nycticorax nycticorax,Garza huaco,Residente,2.0,15.0,21.0,7.0,2.0,0.0,0.0,3.0,0.0,MARZO,2019,50.0
ARDEIDAE,Nyctanassa violacea,Huaco de corona amarilla,Residente,0.0,2.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,MARZO,2019,16.0
ARDEIDAE,Butorides striata,Garza tamanquita,Residente,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,MARZO,2019,5.0
ARDEIDAE,Bubulcus ibis,Garza bueyera,Residente,1.0,126.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,MARZO,2019,160.0
ARDEIDAE,Ardea cocoi,Garza cuca,Migratorio Altoandino,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MARZO,2019,1.0
ARDEIDAE,Ardea alba,Garza grande,Residente,3.0,2.0,3.0,2.0,3.0,0.0,1.0,2.0,0.0,MARZO,2019,16.0
ARDEIDAE,Egretta thula,Garza blanca chica,Residente,13.0,0.0,0.0,0.0,9.0,0.0,1.0,42.0,0.0,MARZO,2019,65.0
ARDEIDAE,Egretta caerulea,Garza azul,Residente,2.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,MARZO,2019,11.0
THRESKIONITHIDAE,Plegadis ridgwayi,Yanavico,Residente,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,MARZO,2019,39.0
THRESKIONITHIDAE,Platalea ajaja,Espatula rosada,Raro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MARZO,2019,1.0
CATHARTIDAE,Coragyps atratus,Gallinazo cabeza negra,Residente,0.0,65.0,97.0,3.0,10.0,0.0,32.0,2.0,310.0,MARZO,2019,519.0
ACCIPITRIDAE,Parabuteo unicinctus,Gavilán oscuro acanalado,Residente,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,MARZO,2019,7.0
STRIGIDAE,Athene cunicularia,Lechuza de los arenales,Residente,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,MARZO,2019,9.0
FALCONIDAE,Falco sparverius,Cernícalo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,MARZO,2019,4.0
FURNARIIDAE,Phleocryptes melanops,Totorero,Residente,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,MARZO,2019,9.0
TYRANNIDAE,Camptostoma obsoletum,Mosqueta silbadora,Residente,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,MARZO,2019,3.0
TYRANNIDAE,Tachuris rubrigastra,Siete colores de la totora,Residente,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,3.0,MARZO,2019,11.0
TYRANNIDAE,Pyrocephalus rubinus,"Turtupillín, putilla",Residente,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,MARZO,2019,8.0
HIRUNDINIDAE,Pygochelidon cyanoleuca,Santa Rosita,Residente,17.0,9.0,7.0,13.0,8.0,0.0,17.0,22.0,12.0,MARZO,2019,105.0
TROGLODYTIDAE,Troglodytes aedon,Cucarachero,Residente,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,MARZO,2019,15.0
MIMIDAE,Mimus longicaudatus,Chisco,Residente,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,MARZO,2019,7.0
THRAUPIDAE,Conirostrum cinereum,Mielerito gris,Residente,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MARZO,2019,1.0
THRAUPIDAE,Sicalis flaveola,"Botón de oro, Chirigüe azafranado",Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MARZO,2019,1.0
THRAUPIDAE,Sicalis luteola,Triguero común,Residente,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,MARZO,2019,5.0
THRAUPIDAE,Volatinia jacarina,Saltapalito,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,MARZO,2019,2.0
THRAUPIDAE,Sporophila telasco,Espiguero corbatón,Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,MARZO,2019,6.0
THRAUPIDAE,Coereba flaveola,Mielerito,Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MARZO,2019,1.0
THRAUPIDAE,Thraupis episcopus,"Violinista celeste, Luisa",Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MARZO,2019,1.0
ICTERIDAE,Dives warszewiczi,"Tordo grande, tordo negro",Migratorio Local,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,MARZO,2019,4.0
ICTERIDAE,Molothrus bonariensis,Tordo parásito,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,MARZO,2019,5.0
ICTERIDAE,Chrysomus icterocephalus,Tordo amazónico cabeza amarilla,Residente,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,MARZO,2019,8.0
ICTERIDAE,Sturnella bellicosa,"Huanchaco, Pecho colorado",Residente,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,MARZO,2019,7.0
PASSERIDAE,Passer domesticus,Gorrion europeo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,MARZO,2019,46.0
ANATIDAE,Anas bahamensis,Pato gargantillo,Residente,41.0,12.0,12.0,12.0,23.0,0.0,0.0,12.0,0.0,ABRIL,2019,112.0
ANATIDAE,Anas georgica,"Pato jerga, Pisacca",Migratorio Altoandino,16.0,7.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,ABRIL,2019,36.0
ANATIDAE,Anas platyrhynchos,Pato cabeza verde,H,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,ABRIL,2019,10.0
PODICIPEDIDAE,Tachybaptus dominicus,Zambullidor enano,Raro,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,ABRIL,2019,4.0
PODICIPEDIDAE,Podiceps major,Zambullidor grande,Residente,1.0,2.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,ABRIL,2019,10.0
PODICIPEDIDAE,Podiceps occipitalis,Zambullidor plateado,Migratorio Altoandino,0.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,ABRIL,2019,10.0
COLUMBIDAE,Zenaida meloda,Paloma cuculi,Residente,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABRIL,2019,14.0
COLUMBIDAE,Zenaida auriculata,Madrugadora o rabiblanca,Residente,18.0,7.0,5.0,16.0,0.0,0.0,0.0,8.0,36.0,ABRIL,2019,90.0
COLUMBIDAE,Metriopelia ceciliae,Cascabelita común,Migratorio Local,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,ABRIL,2019,73.0
RALLIDAE,Rallus limicola,Gallinetita chica,Raro,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,ABRIL,2019,5.0
RALLIDAE,Aramides cajaneus,Unchala,Raro,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,ABRIL,2019,5.0
RALLIDAE,Fulica rufifrons,Gallareta frente roja,Residente,8.0,10.0,2.0,7.0,10.0,0.0,0.0,9.0,0.0,ABRIL,2019,46.0
RALLIDAE,Fulica Leucoptera,Gallareta de frente amarilla,Raro,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,ABRIL,2019,12.0
CHARADRIIDAE,Charadrius semipalmatus,Chorlo semipalmado,Migratorio Boreal,0.0,0.0,8.0,3.0,3.0,0.0,18.0,29.0,0.0,ABRIL,2019,61.0
HAEMATOPODIDAE,Haematopus ater,Ostrero negro,Residente,0.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,0.0,ABRIL,2019,54.0
RECURVIROSTRIDAE,Recurvirostra andina,Avoceta andina,Migratorio Altoandino,29.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,ABRIL,2019,38.0
SCOLOPACIDAE,Limosa haemastica,Aguja de mar,Migratorio Boreal,0.0,0.0,37.0,0.0,0.0,0.0,0.0,9.0,0.0,ABRIL,2019,46.0
SCOLOPACIDAE,Arenaria interpres,Vuelvepiedras,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ABRIL,2019,1.0
SCOLOPACIDAE,Aphriza virgata,Chorlo de las rompientes,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,ABRIL,2019,13.0
SCOLOPACIDAE,Calidris ferruginea,Playero zarapito,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,ABRIL,2019,5.0
SCOLOPACIDAE,Philomachus pugnax,Playero Combatiente,H,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,ABRIL,2019,11.0
SCOLOPACIDAE,Limnodromus griseus,Becasina migratoria,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,ABRIL,2019,3.0
SCOLOPACIDAE,Phalaropus tricolor,Falaropo de Wilson,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,ABRIL,2019,3.0
SCOLOPACIDAE,Tringa flavipes,Pata amarilla menor,Migratorio Boreal,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ABRIL,2019,10.0
STERCORAIIDAE,Stercorarius chilensis,Salteador chileno,Migratorio Austral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ABRIL,2019,2.0
LARIDAE,Chroicocephalus maculipennis,Gaviota de capucho café,Migratorio Austral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,ABRIL,2019,540.0
LARIDAE,Leucophaeus atricilla,"Gaviota centroamericana, reidora",Migratorio Boreal,32.0,79.0,28.0,0.0,0.0,0.0,0.0,7.0,0.0,ABRIL,2019,146.0
LARIDAE,Larus belcheri,Gaviota peruana,Migratorio Local,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,ABRIL,2019,3.0
LARIDAE,Larus dominicanus,Gaviota dominicana,Migratorio Local,3.0,2227.0,0.0,1000.0,0.0,1.0,0.0,1084.0,0.0,ABRIL,2019,4315.0
LARIDAE,Sternula lorata,Gaviotín peruano,Migratorio Local,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,ABRIL,2019,10.0
LARIDAE,Phaetusa simplex,Gaviotin picudo,Raro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,ABRIL,2019,7.0
PHALACROCORACIDAE,Phalacrocorax brasilianus,"Cushuri, cormorán, cuervo de mar",Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,ABRIL,2019,25.0
PELECANIDAE,Pelecanus occidentalis,Pelícano marrón,Migratorio Boreal,5.0,177.0,84.0,478.0,7.0,1.0,1.0,177.0,2.0,ABRIL,2019,932.0
ARDEIDAE,Nycticorax nycticorax,Garza huaco,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,ABRIL,2019,124.0
ARDEIDAE,Nyctanassa violacea,Huaco de corona amarilla,Residente,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,ABRIL,2019,3.0
ARDEIDAE,Butorides striata,Garza tamanquita,Residente,7.0,18.0,3.0,16.0,3.0,0.0,0.0,7.0,0.0,ABRIL,2019,54.0
ARDEIDAE,Bubulcus ibis,Garza bueyera,Residente,0.0,4.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,ABRIL,2019,14.0
ARDEIDAE,Ardea cocoi,Garza cuca,Migratorio Altoandino,4.0,5.0,6.0,2.0,5.0,1.0,0.0,1.0,0.0,ABRIL,2019,24.0
ARDEIDAE,Ardea alba,Garza grande,Residente,17.0,14.0,0.0,12.0,0.0,0.0,0.0,3.0,5.0,ABRIL,2019,51.0
