FAMILIA,NOMBRE CIENTIFICO,NOMBRE COMUN,STATUS,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,mes,año,TOTALES
STRIGIDAE,Athene cunicularia,Lechuza de los arenales,Residente,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,JUNIO,2019,3.0
FALCONIDAE,Falco sparverius,Cernícalo,Residente,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUNIO,2019,1.0
FURNARIIDAE,Phleocryptes melanops,Totorero,Residente,1.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,4.0,JUNIO,2019,27.0
TYRANNIDAE,Tachuris rubrigastra,Siete colores de la totora,Residente,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,JUNIO,2019,8.0
TYRANNIDAE,Pyrocephalus rubinus,"Turtupillín, putilla",Residente,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,5.0,JUNIO,2019,11.0
TYRANNIDAE,Tyrannus melancholicus,Tirano tropical o pepite,Residente,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,JUNIO,2019,4.0
HIRUNDINIDAE,Pygochelidon cyanoleuca,Santa Rosita,Residente,6.0,31.0,0.0,9.0,35.0,0.0,13.0,29.0,12.0,JUNIO,2019,135.0
TROGLODYTIDAE,Troglodytes aedon,Cucarachero,Residente,0.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,15.0,JUNIO,2019,27.0
MIMIDAE,Mimus longicaudatus,Chisco,Residente,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,JUNIO,2019,4.0
THRAUPIDAE,Sicalis luteola,Triguero común,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,JUNIO,2019,15.0
THRAUPIDAE,Volatinia jacarina,Saltapalito,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,JUNIO,2019,8.0
ICTERIDAE,Dives warszewiczi,"Tordo grande, tordo negro",Migratorio Local,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,JUNIO,2019,9.0
ICTERIDAE,Molothrus bonariensis,Tordo parásito,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,JUNIO,2019,3.0
ICTERIDAE,Chrysomus icterocephalus,Tordo amazónico cabeza amarilla,Residente,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,JUNIO,2019,5.0
ICTERIDAE,Sturnella bellicosa,"Huanchaco, Pecho colorado",Residente,0.0,1.0,0.0,0.0,0.0,0.0,20.0,7.0,1.0,JUNIO,2019,29.0
PASSERIDAE,Passer domesticus,Gorrion europeo,Residente,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,32.0,JUNIO,2019,42.0
ANATIDAE,Spatula cyanoptera,Pato colorado,Residente,4.0,12.0,5.0,6.0,82.0,0.0,0.0,28.0,0.0,JULIO,2019,137.0
ANATIDAE,Anas bahamensis,Pato gargantillo,Residente,6.0,0.0,0.0,8.0,9.0,0.0,0.0,6.0,0.0,JULIO,2019,29.0
ANATIDAE,Oxyura jamaicensis,Pato rana o taclón,Residente,2.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,JULIO,2019,24.0
ANATIDAE,Netta rufina,Netta rufina,Raro,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,JULIO,2019,1.0
PODICIPEDIDAE,Rollandia rolland,Zambullidor pimpollo,Residente,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,JULIO,2019,1.0
PODICIPEDIDAE,Podilymbus podiceps,Zambullidor pico grueso,Residente,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,JULIO,2019,3.0
PODICIPEDIDAE,Podiceps major,Zambullidor grande,Residente,0.0,8.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,JULIO,2019,15.0
COLUMBIDAE,Columba livia,"Paloma doméstica, paloma de castilla",Residente,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,JULIO,2019,27.0
COLUMBIDAE,Zenaida meloda,Paloma cuculi,Residente,5.0,9.0,0.0,8.0,6.0,0.0,27.0,3.0,0.0,JULIO,2019,58.0
COLUMBIDAE,Zenaida auriculata,Madrugadora o rabiblanca,Residente,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,JULIO,2019,9.0
COLUMBIDAE,Columbina cruziana,Tortolita peruana,Residente,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,JULIO,2019,59.0
CUCULIDAE,Crotophaga sulcirostris,Guardacaballo,Residente,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,JULIO,2019,4.0
TROCHILIDAE,Amazilia amazilia,Amazilia costeña,Residente,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,JULIO,2019,8.0
RALLIDAE,Pardirallus sanguinolentus,Gallineta común,Residente,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,JULIO,2019,2.0
RALLIDAE,Gallinula galeata,Polla de agua,Residente,25.0,17.0,18.0,9.0,48.0,2.0,18.0,59.0,0.0,JULIO,2019,196.0
RALLIDAE,Fulica ardesiaca,"Gallareta andina, Huayno",Residente,8.0,6.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,JULIO,2019,30.0
RALLIDAE,Fulica Leucoptera,Gallareta de frente amarilla,Raro,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,JULIO,2019,1.0
CHARADRIIDAE,Charadrius vociferus,Chorlo doble collar,Residente,0.0,0.0,3.0,2.0,3.0,0.0,11.0,4.0,0.0,JULIO,2019,23.0
HAEMATOPODIDAE,Haematopus palliatus,Ostrero común,Residente,0.0,0.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,JULIO,2019,58.0
RECURVIROSTRIDAE,Himantopus mexicanus,Perrito o cigüeñuela,Residente,14.0,0.0,0.0,19.0,0.0,0.0,1.0,17.0,0.0,JULIO,2019,51.0
BURHINIDAE,Burhinus superciliaris,Huerequeque,Residente,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JULIO,2019,2.0
SCOLOPACIDAE,Numenius phaeopus,Zarapito trinador,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,JULIO,2019,5.0
SCOLOPACIDAE,Calidris minutilla,Playero pico fino,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,JULIO,2019,4.0
SCOLOPACIDAE,Calidris pusilla,Playerito semipalmado,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,JULIO,2019,6.0
SCOLOPACIDAE,Actitis macularius,Playero manchado,Migratorio Boreal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,JULIO,2019,1.0
SCOLOPACIDAE,Tringa flavipes,Pata amarilla menor,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,JULIO,2019,8.0
RHYNCHOPIDAE,Rynchops niger,Rayador,Migratorio Boreal,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,JULIO,2019,50.0
LARIDAE,Chroicocephalus cirrocephalus,Gaviota capucho gris,Residente,92.0,41.0,20.0,73.0,5.0,0.0,0.0,0.0,0.0,JULIO,2019,231.0
LARIDAE,Leucophaeus modestus,Gaviota gris,Migratorio Austral,0.0,0.0,0.0,0.0,19.0,18.0,0.0,0.0,0.0,JULIO,2019,37.0
LARIDAE,Larus belcheri,Gaviota peruana,Migratorio Local,1.0,25.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,JULIO,2019,36.0
LARIDAE,Larus dominicanus,Gaviota dominicana,Migratorio Local,0.0,0.0,0.0,0.0,39.0,0.0,14.0,0.0,0.0,JULIO,2019,53.0
LARIDAE,Thalasseus elegans,Gaviotín elegante,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,JULIO,2019,2.0
SULIDAE,Sula variegata,Piquero común,Migratorio Local,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,JULIO,2019,19.0
PHALACROCORACIDAE,Phalacrocorax brasilianus,"Cushuri, cormorán, cuervo de mar",Residente,1.0,101.0,0.0,73.0,42.0,3.0,17.0,0.0,0.0,JULIO,2019,237.0
PELECANIDAE,Pelecanus thagus,Pelícano peruano,Migratorio Local,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,JULIO,2019,5.0
ARDEIDAE,Ixobrychus exilis,Garcita leonada,Residente,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JULIO,2019,1.0
ARDEIDAE,Nycticorax nycticorax,Garza huaco,Residente,1.0,20.0,0.0,16.0,7.0,0.0,0.0,6.0,0.0,JULIO,2019,50.0
ARDEIDAE,Nyctanassa violacea,Huaco de corona amarilla,Residente,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,JULIO,2019,5.0
ARDEIDAE,Butorides striata,Garza tamanquita,Residente,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,JULIO,2019,7.0
ARDEIDAE,Bubulcus ibis,Garza bueyera,Residente,0.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,JULIO,2019,16.0
ARDEIDAE,Ardea cocoi,Garza cuca,Migratorio Altoandino,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JULIO,2019,1.0
ARDEIDAE,Ardea alba,Garza grande,Residente,1.0,10.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,JULIO,2019,21.0
ARDEIDAE,Egretta thula,Garza blanca chica,Residente,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,JULIO,2019,7.0
ARDEIDAE,Egretta caerulea,Garza azul,Residente,0.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,JULIO,2019,9.0
THRESKIONITHIDAE,Plegadis ridgwayi,Yanavico,Residente,1.0,390.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,JULIO,2019,401.0
CATHARTIDAE,Coragyps atratus,Gallinazo cabeza negra,Residente,0.0,81.0,42.0,10.0,2.0,0.0,41.0,4.0,368.0,JULIO,2019,548.0
ACCIPITRIDAE,Parabuteo unicinctus,Gavilán oscuro acanalado,Residente,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,JULIO,2019,7.0
STRIGIDAE,Athene cunicularia,Lechuza de los arenales,Residente,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,JULIO,2019,2.0
FALCONIDAE,Falco sparverius,Cernícalo,Residente,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,JULIO,2019,8.0
FURNARIIDAE,Phleocryptes melanops,Totorero,Residente,2.0,11.0,0.0,1.0,1.0,0.0,4.0,14.0,1.0,JULIO,2019,34.0
TYRANNIDAE,Tachuris rubrigastra,Siete colores de la totora,Residente,0.0,2.0,0.0,0.0,9.0,0.0,0.0,5.0,2.0,JULIO,2019,18.0
TYRANNIDAE,Pyrocephalus rubinus,"Turtupillín, putilla",Residente,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,JULIO,2019,8.0
HIRUNDINIDAE,Pygochelidon cyanoleuca,Santa Rosita,Residente,9.0,48.0,0.0,24.0,7.0,0.0,7.0,12.0,13.0,JULIO,2019,120.0
TROGLODYTIDAE,Troglodytes aedon,Cucarachero,Residente,1.0,4.0,4.0,1.0,2.0,0.0,1.0,8.0,0.0,JULIO,2019,21.0
MIMIDAE,Mimus longicaudatus,Chisco,Residente,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,JULIO,2019,4.0
THRAUPIDAE,Sicalis luteola,Triguero común,Residente,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,JULIO,2019,14.0
THRAUPIDAE,Volatinia jacarina,Saltapalito,Residente,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,JULIO,2019,16.0
THRAUPIDAE,Sporophila telasco,Espiguero corbatón,Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,JULIO,2019,1.0
THRAUPIDAE,Coereba flaveola,Mielerito,Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,JULIO,2019,1.0
THRAUPIDAE,Thraupis episcopus,"Violinista celeste, Luisa",Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,JULIO,2019,1.0
ICTERIDAE,Leistes bellicosa,"Huanchaco, Pecho colorado",Residente,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,JULIO,2019,3.0
ICTERIDAE,Molothrus bonariensis,Tordo parásito,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,JULIO,2019,3.0
ICTERIDAE,Dives warszewiczi,"Tordo grande, tordo negro",Migratorio Local,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,JULIO,2019,10.0
ICTERIDAE,Chrysomus icterocephalus,Tordo amazónico cabeza amarilla,Residente,1.0,1.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,JULIO,2019,12.0
PASSERIDAE,Passer domesticus,Gorrion europeo,Residente,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,65.0,JULIO,2019,68.0
ANATIDAE,Spatula cyanoptera,Pato colorado,Residente,8.0,16.0,12.0,10.0,55.0,0.0,1.0,28.0,0.0,AGOSTO,2019,130.0
ANATIDAE,Anas bahamensis,Pato gargantillo,Residente,6.0,2.0,20.0,8.0,1.0,0.0,0.0,4.0,0.0,AGOSTO,2019,41.0
ANATIDAE,Oxyura jamaicensis,Pato rana o taclón,Residente,4.0,2.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,AGOSTO,2019,28.0
PODICIPEDIDAE,Rollandia rolland,Zambullidor pimpollo,Residente,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,AGOSTO,2019,5.0
PODICIPEDIDAE,Podilymbus podiceps,Zambullidor pico grueso,Residente,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,AGOSTO,2019,9.0
PODICIPEDIDAE,Podiceps major,Zambullidor grande,Residente,0.0,4.0,0.0,4.0,6.0,8.0,0.0,0.0,0.0,AGOSTO,2019,22.0
COLUMBIDAE,Columba livia,"Paloma doméstica, paloma de castilla",Residente,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,AGOSTO,2019,56.0
COLUMBIDAE,Zenaida meloda,Paloma cuculi,Residente,6.0,10.0,2.0,18.0,1.0,0.0,24.0,3.0,12.0,AGOSTO,2019,76.0
COLUMBIDAE,Zenaida auriculata,Madrugadora o rabiblanca,Residente,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,AGOSTO,2019,2.0
COLUMBIDAE,Columbina cruziana,Tortolita peruana,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,AGOSTO,2019,123.0
CUCULIDAE,Crotophaga sulcirostris,Guardacaballo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,AGOSTO,2019,1.0
TROCHILIDAE,Amazilia amazilia,Amazilia costeña,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,AGOSTO,2019,1.0
RALLIDAE,Pardirallus sanguinolentus,Gallineta común,Residente,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,AGOSTO,2019,5.0
RALLIDAE,Gallinula galeata,Polla de agua,Residente,14.0,14.0,11.0,7.0,35.0,13.0,0.0,34.0,0.0,AGOSTO,2019,128.0
RALLIDAE,Fulica ardesiaca,"Gallareta andina, Huayno",Residente,8.0,5.0,0.0,4.0,8.0,0.0,0.0,1.0,0.0,AGOSTO,2019,26.0
CHARADRIIDAE,Charadrius vociferus,Chorlo doble collar,Residente,0.0,0.0,6.0,3.0,4.0,0.0,10.0,4.0,0.0,AGOSTO,2019,27.0
HAEMATOPODIDAE,Haematopus palliatus,Ostrero común,Residente,0.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,0.0,AGOSTO,2019,44.0
RECURVIROSTRIDAE,Himantopus mexicanus,Perrito o cigüeñuela,Residente,4.0,0.0,0.0,10.0,0.0,0.0,2.0,7.0,0.0,AGOSTO,2019,23.0
SCOLOPACIDAE,Numenius phaeopus,Zarapito trinador,Migratorio Boreal,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,AGOSTO,2019,15.0
SCOLOPACIDAE,Arenaria interpres,Vuelvepiedras,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,AGOSTO,2019,3.0
SCOLOPACIDAE,Calidris alba,Playero blanco,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,AGOSTO,2019,57.0
SCOLOPACIDAE,Calidris minutilla,Playero pico fino,Migratorio Boreal,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,AGOSTO,2019,12.0
SCOLOPACIDAE,Calidris pusilla,Playerito semipalmado,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,AGOSTO,2019,7.0
SCOLOPACIDAE,Phalaropus tricolor,Falaropo de Wilson,Migratorio Boreal,0.0,8.0,12.0,10.0,86.0,0.0,5.0,7.0,0.0,AGOSTO,2019,128.0
SCOLOPACIDAE,Actitis macularius,Playero manchado,Migratorio Boreal,0.0,4.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,AGOSTO,2019,12.0
SCOLOPACIDAE,Tringa melanoleuca,Pata amarilla mayor,Migratorio Boreal,0.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,AGOSTO,2019,11.0
SCOLOPACIDAE,Tringa flavipes,Pata amarilla menor,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,AGOSTO,2019,15.0
LARIDAE,Chroicocephalus cirrocephalus,Gaviota capucho gris,Residente,133.0,21.0,0.0,38.0,48.0,0.0,0.0,0.0,0.0,AGOSTO,2019,240.0
LARIDAE,Leucophaeus modestus,Gaviota gris,Migratorio Austral,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,AGOSTO,2019,4.0
LARIDAE,Larus belcheri,Gaviota peruana,Migratorio Local,4.0,0.0,1.0,3.0,11.0,53.0,0.0,0.0,0.0,AGOSTO,2019,72.0
LARIDAE,Larus dominicanus,Gaviota dominicana,Migratorio Local,0.0,3.0,0.0,0.0,26.0,103.0,9.0,0.0,0.0,AGOSTO,2019,141.0
SULIDAE,Sula variegata,Piquero común,Migratorio Local,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,AGOSTO,2019,67.0
PHALACROCORACIDAE,Phalacrocorax gaimardi,Chuita,Migratorio Local,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,AGOSTO,2019,1.0
PHALACROCORACIDAE,Phalacrocorax brasilianus,"Cushuri, cormorán, cuervo de mar",Residente,2.0,251.0,10.0,86.0,176.0,1.0,15.0,0.0,0.0,AGOSTO,2019,541.0
PHALACROCORACIDAE,Phalacrocorax boungainvillii,Guanay,Migratorio Local,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,AGOSTO,2019,302.0
PELECANIDAE,Pelecanus thagus,Pelícano peruano,Migratorio Local,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,AGOSTO,2019,132.0
ARDEIDAE,Ixobrychus exilis,Garcita leonada,Residente,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,AGOSTO,2019,1.0
ARDEIDAE,Nycticorax nycticorax,Garza huaco,Residente,2.0,19.0,4.0,9.0,1.0,0.0,0.0,2.0,0.0,AGOSTO,2019,37.0
ARDEIDAE,Nyctanassa violacea,Huaco de corona amarilla,Residente,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,AGOSTO,2019,4.0
ARDEIDAE,Butorides striata,Garza tamanquita,Residente,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,AGOSTO,2019,11.0
ARDEIDAE,Bubulcus ibis,Garza bueyera,Residente,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGOSTO,2019,211.0
ARDEIDAE,Ardea cocoi,Garza cuca,Migratorio Altoandino,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGOSTO,2019,1.0
ARDEIDAE,Ardea alba,Garza grande,Residente,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,AGOSTO,2019,10.0
ARDEIDAE,Egretta thula,Garza blanca chica,Residente,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,AGOSTO,2019,6.0
ARDEIDAE,Egretta caerulea,Garza azul,Residente,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,AGOSTO,2019,5.0
THRESKIONITHIDAE,Plegadis ridgwayi,Yanavico,Residente,0.0,85.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,AGOSTO,2019,86.0
CATHARTIDAE,Coragyps atratus,Gallinazo cabeza negra,Residente,4.0,39.0,52.0,6.0,11.0,14.0,43.0,1.0,419.0,AGOSTO,2019,589.0
ACCIPITRIDAE,Parabuteo unicinctus,Gavilán oscuro acanalado,Residente,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,AGOSTO,2019,8.0
STRIGIDAE,Athene cunicularia,Lechuza de los arenales,Residente,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,AGOSTO,2019,6.0
FALCONIDAE,Falco sparverius,Cernícalo,Residente,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,AGOSTO,2019,5.0
FURNARIIDAE,Phleocryptes melanops,Totorero,Residente,2.0,5.0,0.0,3.0,0.0,0.0,1.0,7.0,2.0,AGOSTO,2019,20.0
TYRANNIDAE,Tachuris rubrigastra,Siete colores de la totora,Residente,2.0,4.0,0.0,2.0,5.0,0.0,0.0,4.0,2.0,AGOSTO,2019,19.0
TYRANNIDAE,Pyrocephalus rubinus,"Turtupillín, putilla",Residente,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,AGOSTO,2019,7.0
TYRANNIDAE,Tyrannus melancholicus,Tirano tropical o pepite,Residente,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,AGOSTO,2019,3.0
HIRUNDINIDAE,Pygochelidon cyanoleuca,Santa Rosita,Residente,9.0,29.0,4.0,17.0,10.0,0.0,0.0,99.0,12.0,AGOSTO,2019,180.0
TROGLODYTIDAE,Troglodytes aedon,Cucarachero,Residente,2.0,5.0,0.0,2.0,1.0,0.0,2.0,4.0,12.0,AGOSTO,2019,28.0
MIMIDAE,Mimus longicaudatus,Chisco,Residente,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,AGOSTO,2019,3.0
MOTACILLIDAE,Anthus peruvianus,"Chichirre, cachirla amarilla",Residente,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,AGOSTO,2019,1.0
THRAUPIDAE,Sicalis luteola,Triguero común,Residente,0.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,AGOSTO,2019,23.0
THRAUPIDAE,Volatinia jacarina,Saltapalito,Residente,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,AGOSTO,2019,10.0
THRAUPIDAE,Sporophila telasco,Espiguero corbatón,Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,AGOSTO,2019,1.0
THRAUPIDAE,Coereba flaveola,Mielerito,MI,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,AGOSTO,2019,1.0
THRAUPIDAE,Thraupis episcopus,"Violinista celeste, Luisa",Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,AGOSTO,2019,1.0
ICTERIDAE,Leistes bellicosa,"Huanchaco, Pecho colorado",Residente,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,AGOSTO,2019,6.0
ICTERIDAE,Molothrus bonariensis,Tordo parásito,Residente,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,AGOSTO,2019,4.0
ICTERIDAE,Dives warszewiczi,"Tordo grande, tordo negro",Migratorio Local,2.0,2.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,AGOSTO,2019,13.0
ICTERIDAE,Chrysomus icterocephalus,Tordo amazónico cabeza amarilla,Residente,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,AGOSTO,2019,6.0
PASSERIDAE,Passer domesticus,Gorrion europeo,Residente,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,AGOSTO,2019,64.0
ANATIDAE,Spatula cyanoptera,Pato colorado,Residente,3.0,9.0,7.0,20.0,24.0,0.0,3.0,20.0,0.0,SETIEMBRE,2019,86.0
ANATIDAE,Anas bahamensis,Pato gargantillo,Residente,17.0,3.0,2.0,21.0,11.0,0.0,1.0,2.0,0.0,SETIEMBRE,2019,57.0
ANATIDAE,Oxyura jamaicensis,Pato rana o taclón,Residente,0.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,SETIEMBRE,2019,24.0
PODICIPEDIDAE,Rollandia rolland,Zambullidor pimpollo,Residente,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,SETIEMBRE,2019,8.0
PODICIPEDIDAE,Podilymbus podiceps,Zambullidor pico grueso,Residente,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,SETIEMBRE,2019,8.0
PODICIPEDIDAE,Podiceps major,Zambullidor grande,Residente,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,SETIEMBRE,2019,6.0
COLUMBIDAE,Columba livia,"Paloma doméstica, paloma de castilla",Residente,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,35.0,SETIEMBRE,2019,57.0
COLUMBIDAE,Zenaida meloda,Paloma cuculi,Residente,5.0,9.0,0.0,12.0,4.0,0.0,11.0,4.0,32.0,SETIEMBRE,2019,77.0
COLUMBIDAE,Zenaida auriculata,Madrugadora o rabiblanca,Residente,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SETIEMBRE,2019,1.0
COLUMBIDAE,Columbina cruziana,Tortolita peruana,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,SETIEMBRE,2019,54.0
CUCULIDAE,Crotophaga sulcirostris,Guardacaballo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SETIEMBRE,2019,2.0
TROCHILIDAE,Amazilia amazilia,Amazilia costeña,Residente,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,SETIEMBRE,2019,5.0
RALLIDAE,Gallinula galeata,Polla de agua,Residente,14.0,11.0,6.0,13.0,46.0,0.0,0.0,55.0,0.0,SETIEMBRE,2019,145.0
RALLIDAE,Fulica ardesiaca,"Gallareta andina, Huayno",Residente,9.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,SETIEMBRE,2019,21.0
CHARADRIIDAE,Charadrius vociferus,Chorlo doble collar,Residente,0.0,2.0,5.0,1.0,1.0,0.0,6.0,8.0,2.0,SETIEMBRE,2019,25.0
HAEMATOPODIDAE,Haematopus palliatus,Ostrero común,Residente,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,SETIEMBRE,2019,45.0
